ques_date,title,question,answer
2022.06.21,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						안녕하세요 이번 주말에 서면에 가기로 했는데 맛집 추천좀 해주세요 1인분 당 가격이 15000원이 넘지 않았으면 좋겠습니다! 2인분 가격이 20000원인건 가능해요
					","     제 개인적인 생각으로 써봅니다. 다 서면 근방입니다​1. 양정 어랑대구왕뽈찜제 최애입니다. 뽈찜, 쭈꾸미 좋아하시는분들은 꼭 드세요. 양도많고 제가 먹어본곳중에 제일 맛있습니다. 다먹고 볶음밥해먹거나 면사리 추가해서 드세요! 어른들 모시고 가기 좋고 주차공간은 넓진않지만 앞에 추차가능합니다. ​2. 연산동 대소가26년 된 돈까스 집입니다. 돈까스가 적당한 두께로 바삭하기보단 담백하고 부드럽습니다. 냉모밀 추가해서 드세요. 매운 소스도 무료 제공인데 고추장넣은 양념통닭 맛입니다. 주차장 없습니다. 옆 구자윤과자점에 양심껏 대면 됩니다.​3. 연산동 수림식당금강 식물원 옆 본점만 있을 때부터 갔습니다. 가지만두 원탑입니다. 탄탄면,우육탕면,새우탕면 먹을만 하나 가지만두가 짱입니다.     "
2022.06.21,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						안녕하세요 이번 주말에 서면에 가기로 했는데 맛집 추천좀 해주세요 1인분 당 가격이 15000원이 넘지 않았으면 좋겠습니다! 2인분 가격이 20000원인건 가능해요
					","     http://naver.me/xM28zZzK              정을담다 : 네이버 방문자리뷰 668 · 블로그리뷰 1,306 naver.me            제가 먹어본 곳으로 가성비 좋고 여기가 괜찮다 생각합니다.     "
2022.06.21,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						안녕하세요 이번 주말에 서면에 가기로 했는데 맛집 추천좀 해주세요 1인분 당 가격이 15000원이 넘지 않았으면 좋겠습니다! 2인분 가격이 20000원인건 가능해요
					",     부산맛도리집으로다가 저장해놨습니다.​찐맛도리집공유 내돈내산여행공유https://open.kakao.com/o/gZlVujme     
2022.07.04,"
							
								
								
								
									부산 서면 맛집 추천 해주실래여?
								
							
						","
친구들이랑 3박 4일 여행을 가는데 부산 서면에 맛집 있으면 추천 좀 받으려구요!인터넷 검색해서 맨날 나오는 그런 맛집 말고진짜 괜찮은 숨은 맛집? 요런거 궁금하네요.간단하게 먹을 수 있고, 주변에 놀것도 있으면 더 좋을 것 같아요~부산 서면 맛집 추천해주세요!
","     저는 서면 살아서 친구들이랑 일주일에 한번은 꼭!! 방문하는곳이에요!'분짜라붐' 요기 서면점 진짜 자주가는 부산 서면 맛집 입니당.​해장으로도 가고, 전포 카페거리랑 멀지 않아서 밥먹고 커피 마시기도 좋은데다가저녁먹고 나서도 주변에 놀거리도 많아서 놀기도 좋아요!주변에 스페이스클럽도 있고 포차끝판왕 혼술남녀 헌팅포차도 있어서 놀거리 많은것도 100% 충족하실거에요!밑에 지도 남겨드릴테니 참고해보세용!!!​                    ​           분짜라붐 서면점 부산광역시 부산진구 중앙대로692번길 40 2층           ​     "
2022.07.04,"
							
								
								
								
									부산 서면 맛집 추천 해주실래여?
								
							
						","
친구들이랑 3박 4일 여행을 가는데 부산 서면에 맛집 있으면 추천 좀 받으려구요!인터넷 검색해서 맨날 나오는 그런 맛집 말고진짜 괜찮은 숨은 맛집? 요런거 궁금하네요.간단하게 먹을 수 있고, 주변에 놀것도 있으면 더 좋을 것 같아요~부산 서면 맛집 추천해주세요!
",     부산 맛집 다양한 곳이 있죠~색다르게 먹어보는 것도 좋을 것 같아요 ㅎㅎ부산맛집 찾아서 즐거운 여행되세요 ㅎㅎ     
2023.01.01,"
							
								
								
								
									부산 서면 파스타맛집
								
							
						","
						서면에 고딩 여자 2명이 갈건데 서면에서 저렴하면서 맛있는 곳 알려주세요 된다면 예쁜 카페도 알려주세요
					",     안녕하세요 질문에 대한 답변 드리겠습니다.​가성비와 분위기 둘 다 좋은 “롤링파스타” 추천드립니다. 카페는 “랑데자뷰”나 수플레 팬케이크가 맛있는 “백금당” 추천드려요.​도움이 되셨다면 채택 부탁드립니다.     
2023.01.06,"
							
								
								
								
									서면 맛집 실제로 살고 계시는 분들은 어디로가세요?
								
							
						","
						안녕하세요~이번에 남자친구랑 처음으로 여행을가요!2박 3일로 가는데숙소가 서면역에서 조금 내려와서 전포역? 그쪽이에요!일단 첫날은 서면이고요!다음날은 광안리쪽 바다로 갈 예정이라서첫날 저녁 해결할 서면 맛집을 찾고 있어요.고기도 잘 먹고 가리는건 없어요!저희가 성인되고 처음 여행가는건데부산이 처음이라서 지리를 잘 모르겠어요.찾아보니까 서면은1번가? 2번가? 그런걸로 지역이 나뉜다는데어느쪽에 서면맛집이 많은가요?그것도 궁금해요~!
					",     질문자님 너무 귀엽네요.zz저도 부산에 거주한지 꽤 오래 되었는데요.​첫번째.우선 질문하신 서면 맛집은서면이 하도 많은 음식점들이 생겼다가 사라져서​제가 요즘 가는 집으로 말씀드리면돼지고기 기준으로는 심돈이 꽤 괜찮아요!​저는 엄마랑 한잔 할때도 가고남친이랑도 여러번 가봤지만데이트하기 딱 좋은곳 이에요!​기름 안튀게 전부 구워서 나와서 깔끔하게 먹고와요.계란찜 진짜 존맛탱이에요ㅠㅠㅠ​                                  Previous image Next image           ​             심돈 서면점 부산광역시 부산진구 동천로85번길 22 1층           ​​두번째.서면역 가운데 대로를 기준으로 나뉘어요!평면도상으로 위치를 표시해 드릴게요!​검정색 1번은 서면 1번가보통 연령대가 높은 아버님 나이대의 서면 맛집이 많아요.​빨강색 2번이 서면 2번가로 질문자님이 계신 위치랍니다!요즘 핫한 서면맛집은 대부분 이쪽에 있어요!젊은사람 기준 맛집이나 술집은 이쪽!!​초록색 3번은 전포 카페거리로아마 식사하시고 한번 가셔도 좋을거에요.예쁜 카페 여럿 있답니다.​ㅡ출처는 네이버지도 + 손그림이에요!​                    ​     
2022.12.04,"
							
								
								
								
									부산 서면 곱창맛집
								
							
						","
						서면에 곱이 가득한 곱창 맛집이 있을까요?  검색하면 다 홍보밖에 없어서 ㅜㅜ...곱이 가득 가득찬 곱창집 추천해주세요찐 맛집!!
",     제가 자주 방문하는 소인수분해 방문해 보세요 후회 없으실 겁니다​소인수분해(feat. 곱창모듬구이) - https://navigator-free.tistory.com/m/entry/%EC%86%8C%EC%9D%B8%EC%88%98%EB%B6%84%ED%95%B4feat-%EA%B3%B1%EC%B0%BD%EB%AA%A8%EB%93%AC%EA%B5%AC%EC%9D%B4     
2022.12.04,"
							
								
								
								
									부산 서면 곱창맛집
								
							
						","
						서면에 곱이 가득한 곱창 맛집이 있을까요?  검색하면 다 홍보밖에 없어서 ㅜㅜ...곱이 가득 가득찬 곱창집 추천해주세요찐 맛집!!
",     인공곱 넣는 경우가 많기 때문에곱이 많다 해서 마냥 좋은 건 아닌듯 합니다.곱다. 후발대. 인기 많습니다.​     
2022.05.11,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						졸업사진을 찍은 뒤 친구들이랑 밥을 먹을려고 하는데 괜찮은 맛집 있나요? 점심으로 먹을겁니다
					",     제 아이디 들어가셔서 프로필 바로 오른쪽에 보시면 야식코너 있는데제 블로그 보시면 부산 서면 맛집들 굉장히 많습니다.     
2022.05.11,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						졸업사진을 찍은 뒤 친구들이랑 밥을 먹을려고 하는데 괜찮은 맛집 있나요? 점심으로 먹을겁니다
					","     가성비 맛 강추https://instagram.com/floralpiggy?igshid=YmMyMTA2M2Y=              꽃돼지 제육&김치찌개 (@floralpiggy) • Instagram photos and videos 145 Followers, 197 Following, 17 Posts - See Instagram photos and videos from 꽃돼지 제육&김치찌개 (@floralpiggy) instagram.com            ​     "
2022.05.11,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						졸업사진을 찍은 뒤 친구들이랑 밥을 먹을려고 하는데 괜찮은 맛집 있나요? 점심으로 먹을겁니다
					",         스테디어 부산광역시 부산진구 동성로25번길 23 1층           여기 파스타 뒤집어지게 맛있어요 :D서너명에서 가는거라면 스테디어 추천드립니당 !     
2022.05.11,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						졸업사진을 찍은 뒤 친구들이랑 밥을 먹을려고 하는데 괜찮은 맛집 있나요? 점심으로 먹을겁니다
					","     ​1. 해쉬(여기 양도 많구 맛있어서 진짜 추천해요)             해쉬 부산광역시 부산진구 전포대로199번길 43           2. 미도인             미도인 서면 부산광역시 부산진구 중앙대로680번가길 38 1층           3. 빠레뜨한남             빠레뜨한남 부산서면카페거리점 부산광역시 부산진구 전포대로209번길 39-3           4. 스테레오타입오브부산             스테레오타입 오브 부산 부산광역시 부산진구 서전로46번길 64 스테레오타입오브부산           이외에도 아담스테이블, 더블링, 치히로식당(초밥) 등 있어요~!     "
2022.05.11,"
							
								
								
								
									부산 서면 맛집
								
							
						","
						졸업사진을 찍은 뒤 친구들이랑 밥을 먹을려고 하는데 괜찮은 맛집 있나요? 점심으로 먹을겁니다
					",     사성부속구이나 제주옥탑 많이들 가십니다     
2022.07.12,"
							
								
								
									부산 서면 맛집
								
								
							
						",내용없음,       쇼쿠지 서면점 부산광역시 부산진구 동천로 97-4 1층             제따라멘 서면점 부산광역시 부산진구 중앙대로702번길 17 2층             라라관 부산광역시 부산진구 동천로 47-1             동백초밥 부산광역시 부산진구 신천대로50번길 68 1층           ​     
2022.12.01,"
							
								
								
								
									부산서면맛집
								
							
						","
						서면에 인당 4~5선으로 먹을만한 식당 있을까요술집말고 식당이여
					",         황제잠수함 전국본점 부산광역시 부산진구 서면로 16 무광빌딩           날씨도 이런데 잠수함에서 찜 먹고국물에 칼국수 드시는거 어떠세요     
2022.12.01,"
							
								
								
								
									부산서면맛집
								
							
						","
						서면에 인당 4~5선으로 먹을만한 식당 있을까요술집말고 식당이여
					","     제가 먹어봤던 밥집 몇몇개 적어놓도록 하겠습니다어마무시, 쇼쿠지, 쟈니스시, 칸다소바, 3found 정도 인데 인당 4~5라면 좀 더 고급진 식당을 찾으시는거같은데,, 취향에 맞으실지 모르겠네요..             쇼쿠지 서면점 부산광역시 부산진구 동천로 97-4 1층     쟈니스시 부산광역시 부산진구 서전로38번길 62-9     칸다소바 부산광역시 부산진구 동천로 105     3FOUND 부산광역시 부산진구 전포대로189번길 30 103호 3FOUND           ​아래는 저희매장 홍보글인데 구경한번 부탁드리겠습니다 :)​안녕하세요 포토이즘 서면점입니다저희는 셀프 스튜디오로 가족과 반려견 그리고 친구들과 부담없이 편하게 촬영이 가능합니다 !촬영은 약 10~15분 정도 소요됩니다 컷수 제한 없이 촬영 시간 내로 마음껏 촬영을 하시면되세요 !!전신과 상반신으로 나누어 촬영을 합니다 그리고 이때는 직원이 와서 구도 변경을 도와드릴거에요~ 인화되는 사진과 타임랩스를 함께 메일로도 제공해드립니다 !사진의 보정은 전문 담당 팀이 준비되어 있어서 믿고 맡기실 수 있을거에요 :)그리고 인생네컷보다 더 기억에 남을 네컷사진도 가능합니다 ! 마찬가지로 네컷사진 또한 5분동안 컷수 제한 없이 촬영 하시고, 인화와 더불어 메일로도 같이 보내 드려요 !인스타그램에 들어가셔서 구경해보세요 :)https://www.instagram.com/photoism_seomyeon/예약은 하단의 링크를 눌러주세요 (당일 예약은 카카오채널로 문의 주세요!) http://www.photoism.co.kr/seomyeon당일예약 / 문의사항은 플러스친구로 부탁 드리겠습니다 ! 인스타 DM은 확인이 어렵습니다 https://pf.kakao.com/_zDxnKK             포토이즘스튜디오 서면점 부산광역시 부산진구 동천로95번길 4-1           ​     "
2022.12.01,"
							
								
								
								
									부산서면맛집
								
							
						","
						서면에 인당 4~5선으로 먹을만한 식당 있을까요술집말고 식당이여
					","     밀면이나 칼국수,국밥 종류 참고하세요.​     "
2021.12.10,"
							
								
								
								
									부산 서면 맛집 소개해주세요
								
							
						","
						이번에 부산 서면에 데이트하러 갈 예정이에요.친구들한테도 물어봐도 너무 나뉘어서이왕이면 맛있고 괜찮은 서면 맛집으로 가고 싶어요.
					",     저도 예전에 서면 맛집을 찾는데 많이 힘들었지만제가 자주 가는 베트남 쌀국수 먹는 곳 소개해드릴께요.친구 데리고 가면 왠만해선 다 잘먹더라고요하노이식 쌀국수와 볶음밥류 괜찮을거에요!​             분짜라붐 서면점 부산광역시 부산진구 중앙대로692번길 40 2층           ​                                       ​     
2021.12.10,"
							
								
								
								
									부산 서면 맛집 소개해주세요
								
							
						","
						이번에 부산 서면에 데이트하러 갈 예정이에요.친구들한테도 물어봐도 너무 나뉘어서이왕이면 맛있고 괜찮은 서면 맛집으로 가고 싶어요.
					",     서면 맛집 너무 많지 않나요? 원하는 음식 종류를 알아야 서면 맛집 추천 해주죠. 제가 서면 맛집 완전 잘 알고 있어요좋아하는 음식 종류만 말해보세요 아니면 원하는 분위기라던지요..!     
2022.07.01,"
							
								
								
								
									부산 서면 맛집 맛난곳 추천 좀 해주세여
								
							
						","
친구들이랑 3박 4일 여행을 가는데 부산 서면에 맛집 있으면 추천 좀 받으려구요!인터넷 검색해서 맨날 나오는 그런 맛집 말고진짜 괜찮은 숨은 맛집? 요런거 궁금하네요.간단하게 먹을 수 있고, 주변에 놀것도 있으면 더 좋을 것 같아요~부산 서면 맛집 추천해주세요!
","     저 서면 살고있어서 부산 맛집 한군데 추천해드릴게요!!저는 친구들이랑 일주일에 한번은 꼭!! 방문하는곳이에요!'분짜라붐' 요기 서면점 진짜 자주가는 부산 맛집 입니당.​해장으로도 가고, 전포 카페거리랑 멀지 않아서 밥먹고 커피 마시기도 좋은데다가저녁먹고 나서도 주변에 놀거리도 많아서 놀기도 좋아요!주변에 스페이스클럽도 있고 포차끝판왕 혼술남녀 헌팅포차도 있어서 놀거리 많은것도 100% 충족하실거에요!밑에 지도 남겨드릴테니 부산 맛집 찾으실 때 참고해보세용!!!​                    ​     "
2022.11.17,"
							
								
								
								
									부산 서면 맛집 추천 해주세여.
								
							
						","
						내일 혼자 부산 놀러 가는데 혹시 서면 맛집 추천 받 을 수 있나요?(해산물 못 먹어서 해산물 안 들어가는 음식으로 추천 부탁드립니다.)
					",     서면이라면 일단 '칸다소바'가 제일 유명한데 줄을 많이 섭니다.     
2022.11.17,"
							
								
								
								
									부산 서면 맛집 추천 해주세여.
								
							
						","
						내일 혼자 부산 놀러 가는데 혹시 서면 맛집 추천 받 을 수 있나요?(해산물 못 먹어서 해산물 안 들어가는 음식으로 추천 부탁드립니다.)
					","     해산물을 못드시면 초밥류나 이런건 안되실거같고, 직접 먹어본것중에 인상깊었던곳만 추천드리겠습니다송정 3대국밥, 쇼쿠지, 제따라멘, 칸다소바 정도네요             송정3대국밥 부산광역시 부산진구 서면로68번길 33 송정3대국밥     쇼쿠지 서면점 부산광역시 부산진구 동천로 97-4 1층     제따라멘 서면점 부산광역시 부산진구 중앙대로702번길 17 2층     칸다소바 부산광역시 부산진구 동천로 105           ​그리고 아래는 저희매장 홍보글인데 구경한번 부탁드리겠습니다 :)​안녕하세요 포토이즘 서면점입니다저희는 셀프 스튜디오로 가족과 반려견 그리고 친구들과 부담없이 편하게 촬영이 가능합니다 !촬영은 약 10~15분 정도 소요됩니다 컷수 제한 없이 촬영 시간 내로 마음껏 촬영을 하시면되세요 !!전신과 상반신으로 나누어 촬영을 합니다 그리고 이때는 직원이 와서 구도 변경을 도와드릴거에요~ 인화되는 사진과 타임랩스를 함께 메일로도 제공해드립니다 !사진의 보정은 전문 담당 팀이 준비되어 있어서 믿고 맡기실 수 있을거에요 :)그리고 인생네컷보다 더 기억에 남을 네컷사진도 가능합니다 ! 마찬가지로 네컷사진 또한 5분동안 컷수 제한 없이 촬영 하시고, 인화와 더불어 메일로도 같이 보내 드려요 !인스타그램에 들어가셔서 구경해보세요 :)https://www.instagram.com/photoism_seomyeon/예약은 하단의 링크를 눌러주세요 (당일 예약은 카카오채널로 문의 주세요!) http://www.photoism.co.kr/seomyeon당일예약 / 문의사항은 플러스친구로 부탁 드리겠습니다 ! 인스타 DM은 확인이 어렵습니다 https://pf.kakao.com/_zDxnKK             포토이즘스튜디오 서면점 부산광역시 부산진구 동천로95번길 4-1           ​     "
2022.11.17,"
							
								
								
								
									부산 서면 맛집 추천 해주세여.
								
							
						","
						내일 혼자 부산 놀러 가는데 혹시 서면 맛집 추천 받 을 수 있나요?(해산물 못 먹어서 해산물 안 들어가는 음식으로 추천 부탁드립니다.)
					",     서면 밀면도정말 많이가요!     
2022.12.21,"
							
								
								
								
									부산 서면 보신탕맛집
								
							
						","
부산 서면 보신탕맛집남자친구가 보신탕이 먹고싶다고하네요여자인데도 저또한 먹을줄알아남친 몸보신겸 같이먹고싶은데 ㅜ_ㅜ부산에서 맛집을 모르겠어서요 잡내나면 못먹는음식이다보니(원하는지역은 서면,초량)1.보신탕맛집 & 가격2.포장되는지여부 (아버님도 드시면좋지않을까해서요♥)
",     부산 서면 보신탕맛집답변드릴게요!서면집이라고 하는 영양탕 집이 있는데​부산 광역시 부산 진구 부전동260-46이고요​또하나는​서면 보신탕 집이라고 있는데​부산 진구 부전동에 있습니다​정확한 번지 수는 잘모르고요​의령 보신탕이라고 하는 보신탕집도 있는데​이것 도 부산 진구 부전동에 있는 갈로 만 압니다​개고기는 포장 하지는 않을 것 같습니다 개고기 자체가 식으면 맛이 없습니다 다같이가서 드셔보는 것도 괜찮을 것같습니다 어르신이 많이 다니신다는 보신탕집은 의령보신탕 입니다     
2022.10.04,"
							
								
								
								
									부산 서면 내돈내산 맛집 골라주세요!
								
							
						","
제가 이번에 친구랑 부산 서면 놀러가는데밥 먹을 수 있는 부산 서면 내돈내산 맛집 찾고 있어요~부산 서면 맛집 괜찮은데 있을까요?1박으로 놀건데 첫날 저녁에 먹으려고 합니다!내돈내산 으로 가보신 부산 서면 맛집 있으시면 더 좋을 것 같아요~
",     원조집 돼지김치구이 추천해요! 짱맛이에요 밥도둑 술도둑.     
